accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall,learning_rate
0.35133597254753113,1.7955044507980347,0.4318223297595978,0.2247489094734192,0.35239362716674805,2.6166651248931885,0.37704917788505554,0.3058510720729828,0.0010000000474974513
0.4375,1.5207810401916504,0.5,0.28125,0.3510638177394867,2.64902400970459,0.37808895111083984,0.3051861822605133,0.0010000000474974513
0.44191774725914,1.4444659948349,0.5743762850761414,0.2901269793510437,0.3583776652812958,2.575531005859375,0.3649000823497772,0.27925533056259155,0.0010000000474974513
0.5625,1.3390631675720215,0.7272727489471436,0.25,0.35571807622909546,2.601834297180176,0.3660637438297272,0.28257977962493896,0.0010000000474974513
0.48862990736961365,1.3260160684585571,0.6232219338417053,0.33210158348083496,0.41888296604156494,1.9288249015808105,0.45412418246269226,0.3257978856563568,0.0010000000474974513
0.4375,1.3803620338439941,0.7857142686843872,0.34375,0.41156914830207825,1.942367672920227,0.45371219515800476,0.3291223347187042,0.0010000000474974513
0.5170551538467407,1.265947699546814,0.6545391082763672,0.35455751419067383,0.47074466943740845,1.5231698751449585,0.5462512373924255,0.37300533056259155,0.0010000000474974513
0.59375,1.056504726409912,0.8333333134651184,0.46875,0.4694148898124695,1.5347894430160522,0.5437921285629272,0.3756648898124695,0.0010000000474974513
0.536858081817627,1.2114189863204956,0.6807136535644531,0.37957173585891724,0.501329779624939,1.3431673049926758,0.6026557683944702,0.3922872245311737,0.0010000000474974513
0.59375,1.1460529565811157,0.7368420958518982,0.4375,0.49534574151039124,1.3541593551635742,0.6000000238418579,0.39095744490623474,0.0010000000474974513
0.551449716091156,1.1746639013290405,0.6747740507125854,0.3890468180179596,0.5339095592498779,1.2262580394744873,0.6435331106185913,0.4069148898124695,0.0010000000474974513
0.75,0.8671326637268066,0.8999999761581421,0.5625,0.5372340679168701,1.2162413597106934,0.6479321122169495,0.40625,0.0010000000474974513
0.5640515685081482,1.1403661966323853,0.6963199973106384,0.4123555123806,0.5405585169792175,1.2005609273910522,0.6386969685554504,0.4301861822605133,0.0010000000474974513
0.59375,1.097196102142334,0.6818181872367859,0.46875,0.5405585169792175,1.1986618041992188,0.6393280625343323,0.4301861822605133,0.0010000000474974513
0.5766534209251404,1.102575659751892,0.7047781348228455,0.4304529130458832,0.5691489577293396,1.132131576538086,0.6963906288146973,0.43617022037506104,0.0010000000474974513
0.6875,0.8780412673950195,0.8181818127632141,0.5625,0.5658244490623474,1.1313767433166504,0.6919032335281372,0.4375,0.0010000000474974513
0.58290696144104,1.077914834022522,0.7052391767501831,0.440022736787796,0.5651595592498779,1.1510525941848755,0.6647287011146545,0.45611703395843506,0.0010000000474974513
0.6875,0.8979572057723999,0.782608687877655,0.5625,0.5658244490623474,1.1505956649780273,0.6650532484054565,0.45678192377090454,0.0010000000474974513
0.6034678816795349,1.0406303405761719,0.7188819050788879,0.4678794741630554,0.5718085169792175,1.1036847829818726,0.6750240921974182,0.4654255211353302,0.0010000000474974513
0.65625,1.0315972566604614,0.7272727489471436,0.5,0.573803186416626,1.1063307523727417,0.6720841526985168,0.46742022037506104,0.0010000000474974513
0.6061208844184875,1.0306377410888672,0.7238762974739075,0.4791548252105713,0.5897606611251831,1.069561243057251,0.6740947365760803,0.4827127754688263,0.0010000000474974513
0.6875,0.8967987298965454,0.7599999904632568,0.59375,0.5910904407501221,1.07029128074646,0.6715866923332214,0.48404255509376526,0.0010000000474974513
0.612563967704773,1.0119962692260742,0.7238218188285828,0.47877582907676697,0.5910904407501221,1.0725704431533813,0.6761992573738098,0.48736703395843506,0.0010000000474974513
0.71875,0.7172075510025024,0.8181818127632141,0.5625,0.592420220375061,1.0720072984695435,0.6774491667747498,0.48736703395843506,0.0010000000474974513
0.6316088438034058,0.9741286635398865,0.7398819923400879,0.510991096496582,0.5831117033958435,1.1251708269119263,0.6719184517860413,0.4820478856563568,0.0010000000474974513
0.625,0.9899064302444458,0.7647058963775635,0.40625,0.5844414830207825,1.1231822967529297,0.6756505370140076,0.4833776652812958,0.0010000000474974513
0.63094562292099,0.9695257544517517,0.7364056706428528,0.5132651329040527,0.5910904407501221,1.1082943677902222,0.6854764223098755,0.4926861822605133,0.0010000000474974513
0.6875,0.8181911706924438,0.8095238208770752,0.53125,0.5890957713127136,1.1076488494873047,0.6864014863967896,0.4933510720729828,0.0010000000474974513
0.6358726620674133,0.9519763588905334,0.7422472834587097,0.5238772034645081,0.5984042286872864,1.079866886138916,0.6832129955291748,0.5033244490623474,0.0010000000474974513
0.5,1.2257702350616455,0.5652173757553101,0.40625,0.5984042286872864,1.0794795751571655,0.6829710006713867,0.501329779624939,0.0010000000474974513
0.6452530026435852,0.9274001717567444,0.7496052384376526,0.5397953391075134,0.5997340679168701,1.0756281614303589,0.6787330508232117,0.49867022037506104,0.0010000000474974513
0.84375,0.7691456079483032,0.8518518805503845,0.71875,0.5990691781044006,1.0749880075454712,0.6750902533531189,0.4973404109477997,0.0010000000474974513
0.6595603823661804,0.9087463617324829,0.7593945860862732,0.551449716091156,0.5984042286872864,1.0835033655166626,0.682426393032074,0.508643627166748,0.0010000000474974513
0.6875,0.8728525638580322,0.75,0.5625,0.5997340679168701,1.0842113494873047,0.6829919815063477,0.509973406791687,0.0010000000474974513
0.6650559306144714,0.8856045007705688,0.7628865838050842,0.560924768447876,0.5890957713127136,1.1368693113327026,0.6561163663864136,0.509973406791687,0.0010000000474974513
0.59375,1.0321412086486816,0.7727272510528564,0.53125,0.592420220375061,1.1406760215759277,0.659246563911438,0.5119680762290955,0.0010000000474974513
0.6753837466239929,0.8604780435562134,0.7651267647743225,0.5775061845779419,0.6097074747085571,1.0767991542816162,0.6842105388641357,0.5186170339584351,0.0010000000474974513
0.78125,0.623964250087738,0.800000011920929,0.625,0.6090425252914429,1.075217366218567,0.6863436102867126,0.5179521441459656,0.0010000000474974513
0.6774682402610779,0.8524990677833557,0.7671419978141785,0.5862232446670532,0.595079779624939,1.097745656967163,0.6677824258804321,0.5305851101875305,0.0010000000474974513
0.75,0.8058431148529053,0.8333333134651184,0.625,0.5930851101875305,1.098138451576233,0.6717299818992615,0.5292553305625916,0.0010000000474974513
0.6801213026046753,0.8344687819480896,0.7723898887634277,0.5916240215301514,0.6090425252914429,1.070936918258667,0.6866319179534912,0.5259308218955994,0.0010000000474974513
0.6875,0.7845702171325684,0.782608687877655,0.5625,0.6117021441459656,1.0667002201080322,0.6873385310173035,0.5305851101875305,0.0010000000474974513
0.6842902898788452,0.8260630369186401,0.7667719721794128,0.5977828502655029,0.6123670339584351,1.0932667255401611,0.693617045879364,0.5418882966041565,0.0010000000474974513
0.65625,0.8641902208328247,0.7307692170143127,0.59375,0.6123670339584351,1.0974926948547363,0.6897132992744446,0.5438829660415649,0.0010000000474974513
0.6959446668624878,0.8010178208351135,0.7803664803504944,0.6093424558639526,0.5970744490623474,1.1939955949783325,0.633992075920105,0.5332446694374084,0.0010000000474974513
0.6875,0.8646946549415588,0.7407407164573669,0.625,0.5944148898124695,1.1974952220916748,0.6319937109947205,0.5332446694374084,0.0010000000474974513
0.7048512697219849,0.7925962209701538,0.7820267677307129,0.6200492978096008,0.6156914830207825,1.1192116737365723,0.664505660533905,0.5452127456665039,0.0010000000474974513
0.90625,0.3367815613746643,0.8999999761581421,0.84375,0.6123670339584351,1.1187433004379272,0.6661277413368225,0.5478723645210266,0.0010000000474974513
0.7127155661582947,0.7621551156044006,0.7915436625480652,0.6350198984146118,0.615026593208313,1.1424150466918945,0.6719008088111877,0.5405585169792175,0.0010000000474974513
0.59375,0.9213711023330688,0.7599999904632568,0.59375,0.615026593208313,1.1385095119476318,0.6691418886184692,0.5392287373542786,0.0010000000474974513
0.7149896025657654,0.7558383345603943,0.7904016971588135,0.6413682103157043,0.5917553305625916,1.2100454568862915,0.6501991748809814,0.542553186416626,0.0010000000474974513
0.71875,0.6673409938812256,0.8333333134651184,0.625,0.59375,1.2111622095108032,0.6515513062477112,0.5445478558540344,0.0010000000474974513
0.7256964445114136,0.7232138514518738,0.7977450489997864,0.6570020914077759,0.6123670339584351,1.1322358846664429,0.6690419912338257,0.5618351101875305,0.0010000000474974513
0.75,0.8725049495697021,0.807692289352417,0.65625,0.6123670339584351,1.1350141763687134,0.6682426929473877,0.563829779624939,0.0010000000474974513
0.7330870032310486,0.7167924642562866,0.8024933338165283,0.6587076187133789,0.6316489577293396,1.1077309846878052,0.6853147149085999,0.5864361524581909,0.0010000000474974513
0.65625,0.771672248840332,0.7307692170143127,0.59375,0.634973406791687,1.1069976091384888,0.6890624761581421,0.5864361524581909,0.0010000000474974513
0.7334659695625305,0.7083530426025391,0.8019949793815613,0.6627818942070007,0.6216755509376526,1.1125646829605103,0.672386884689331,0.5731382966041565,0.0010000000474974513
0.75,0.7437754273414612,0.807692289352417,0.65625,0.6170212626457214,1.1147778034210205,0.6682170629501343,0.5731382966041565,0.0010000000474974513
0.7462573647499084,0.6865375638008118,0.8089293837547302,0.6815425157546997,0.6323138475418091,1.1222386360168457,0.6850998401641846,0.5930851101875305,0.0010000000474974513
0.75,0.724137544631958,0.7142857313156128,0.625,0.634973406791687,1.1205432415008545,0.6873088479042053,0.5977393388748169,0.0010000000474974513
0.7562061548233032,0.6610912084579468,0.8186067342758179,0.6969869136810303,0.6256648898124695,1.1973292827606201,0.6694656610488892,0.5831117033958435,0.0010000000474974513
0.75,0.6147220730781555,0.800000011920929,0.75,0.6243351101875305,1.2041000127792358,0.6674259901046753,0.5844414830207825,0.0010000000474974513
0.7587644457817078,0.6468716859817505,0.8157457709312439,0.6980291604995728,0.6243351101875305,1.189475417137146,0.6601208448410034,0.5811170339584351,0.0010000000474974513
0.78125,0.487637460231781,0.8620689511299133,0.78125,0.6216755509376526,1.1916241645812988,0.6586102843284607,0.5797872543334961,0.0010000000474974513
0.7565851807594299,0.6376932263374329,0.8155168890953064,0.701155960559845,0.5984042286872864,1.2393198013305664,0.6367069482803345,0.5605053305625916,0.0010000000474974513
0.8125,0.5822225213050842,0.8571428656578064,0.75,0.5977393388748169,1.2314157485961914,0.6394557952880859,0.5625,0.0010000000474974513
0.7725980877876282,0.5998435020446777,0.8321678042411804,0.721622109413147,0.6376329660415649,1.1294426918029785,0.6847327947616577,0.5964095592498779,0.0005000000237487257
0.8125,0.6799353361129761,0.8928571343421936,0.78125,0.6382978558540344,1.1301828622817993,0.6852133870124817,0.5977393388748169,0.0005000000237487257
0.783873438835144,0.5845496654510498,0.8382512331008911,0.7321394681930542,0.633643627166748,1.1593327522277832,0.6773455142974854,0.5904255509376526,0.0005000000237487257
0.75,0.6065202951431274,0.800000011920929,0.75,0.6329787373542786,1.1576132774353027,0.6773211359977722,0.5917553305625916,0.0005000000237487257
0.785768449306488,0.5738120079040527,0.8395195603370667,0.7350767254829407,0.646276593208313,1.107619285583496,0.6854103207588196,0.5997340679168701,0.0005000000237487257
0.65625,0.6402449607849121,0.75,0.5625,0.6436170339584351,1.1086101531982422,0.6870229244232178,0.5984042286872864,0.0005000000237487257
0.7906954884529114,0.5656375288963318,0.8424360752105713,0.7365927696228027,0.646276593208313,1.1322863101959229,0.6855630874633789,0.6030585169792175,0.0005000000237487257
0.71875,0.837853193283081,0.7857142686843872,0.6875,0.6482712626457214,1.1289546489715576,0.6855630874633789,0.6030585169792175,0.0005000000237487257
0.7964752912521362,0.5564669966697693,0.8485175371170044,0.7456888556480408,0.6376329660415649,1.1687270402908325,0.6823708415031433,0.5970744490623474,0.0005000000237487257
0.90625,0.2912146747112274,0.9333333373069763,0.875,0.6356382966041565,1.1704375743865967,0.6820940971374512,0.5977393388748169,0.0005000000237487257
0.8000758290290833,0.5389440059661865,0.8444538712501526,0.7530794143676758,0.6402925252914429,1.1849967241287231,0.6766467094421387,0.6010638475418091,0.0005000000237487257
0.8125,0.5639182329177856,0.8333333134651184,0.78125,0.6396276354789734,1.1884617805480957,0.6761619448661804,0.5997340679168701,0.0005000000237487257
0.8014023303985596,0.5301885008811951,0.849126935005188,0.7556376457214355,0.6323138475418091,1.1741104125976562,0.6781695485115051,0.6010638475418091,0.0005000000237487257
0.75,0.608742356300354,0.7857142686843872,0.6875,0.633643627166748,1.1766904592514038,0.6746987700462341,0.5957446694374084,0.0005000000237487257
0.8035815954208374,0.5281534194946289,0.8509106040000916,0.7614174485206604,0.6356382966041565,1.1993082761764526,0.6704035997390747,0.5964095592498779,0.0005000000237487257
0.84375,0.38996565341949463,0.8709677457809448,0.84375,0.634973406791687,1.2011436223983765,0.6686567068099976,0.5957446694374084,0.0005000000237487257
0.8073716163635254,0.5330195426940918,0.8491820693016052,0.7623649835586548,0.6469414830207825,1.1898951530456543,0.6808351874351501,0.6070478558540344,0.0005000000237487257
0.78125,0.5185232162475586,0.7931034564971924,0.71875,0.647606372833252,1.1909778118133545,0.681614339351654,0.6063829660415649,0.0005000000237487257
0.8120144009590149,0.5089886784553528,0.8572030663490295,0.7707030773162842,0.6502659320831299,1.1781938076019287,0.6854599118232727,0.6143617033958435,0.0002500000118743628
0.875,0.2989049255847931,0.931034505367279,0.84375,0.6509308218955994,1.1792842149734497,0.6849518418312073,0.6143617033958435,0.0002500000118743628
0.8150464296340942,0.5015549659729004,0.8579719066619873,0.7704188227653503,0.6429521441459656,1.196714162826538,0.6748878955841064,0.6003989577293396,0.0002500000118743628
0.8125,0.6422408819198608,0.8333333134651184,0.78125,0.6436170339584351,1.1977622509002686,0.6761193871498108,0.602393627166748,0.0002500000118743628
0.8176994323730469,0.4933534860610962,0.85972660779953,0.7746825814247131,0.6482712626457214,1.1817305088043213,0.6759940981864929,0.6103723645210266,0.0002500000118743628
0.78125,0.6914451718330383,0.7931034564971924,0.71875,0.646276593208313,1.1821671724319458,0.67601478099823,0.6090425252914429,0.0002500000118743628
0.8212052583694458,0.4854463040828705,0.8667644262313843,0.784062922000885,0.6542553305625916,1.183413028717041,0.6849925518035889,0.6130319237709045,0.0002500000118743628
0.90625,0.18752259016036987,0.90625,0.90625,0.6542553305625916,1.1839051246643066,0.6864784359931946,0.6143617033958435,0.0002500000118743628
0.8235740065574646,0.4849714934825897,0.8668620586395264,0.7847261428833008,0.6422872543334961,1.2102340459823608,0.6786764860153198,0.613696813583374,0.0002500000118743628
0.6875,0.6613035202026367,0.7777777910232544,0.65625,0.6422872543334961,1.2100826501846313,0.6804123520851135,0.6143617033958435,0.0002500000118743628
0.8267008066177368,0.48151707649230957,0.8678694367408752,0.7885162234306335,0.6456117033958435,1.2076126337051392,0.6764705777168274,0.6117021441459656,0.0002500000118743628
0.90625,0.403604656457901,0.8965517282485962,0.8125,0.6436170339584351,1.2088054418563843,0.676945686340332,0.6130319237709045,0.0002500000118743628
0.8232897520065308,0.4768640100955963,0.8669878244400024,0.7843471765518188,0.6502659320831299,1.1817152500152588,0.6810534000396729,0.6190159320831299,0.0002500000118743628
0.78125,0.554013192653656,0.8214285969734192,0.71875,0.6522606611251831,1.1812429428100586,0.6820513010025024,0.6190159320831299,0.0002500000118743628
0.831912100315094,0.461306095123291,0.8734400868415833,0.7958120107650757,0.6482712626457214,1.1912009716033936,0.6824925541877747,0.6117021441459656,0.0002500000118743628
0.8125,0.5616324543952942,0.8148148059844971,0.6875,0.6489361524581909,1.1905618906021118,0.6829992532730103,0.6117021441459656,0.0002500000118743628
